"fixed.acidity_1","fixed.acidity_2","fixed.acidity_3","fixed.acidity_4","volatile.acidity_1","volatile.acidity_2","volatile.acidity_3","volatile.acidity_4","citric.acid_1","citric.acid_2","citric.acid_3","citric.acid_4","residual.sugar_1","residual.sugar_2","residual.sugar_3","residual.sugar_4","chlorides_1","chlorides_2","chlorides_3","chlorides_4","free.sulfur.dioxide_1","free.sulfur.dioxide_2","free.sulfur.dioxide_3","free.sulfur.dioxide_4","total.sulfur.dioxide_1","total.sulfur.dioxide_2","total.sulfur.dioxide_3","total.sulfur.dioxide_4","density_1","density_2","density_3","density_4","pH_1","pH_2","pH_3","pH_4","sulphates_1","sulphates_2","sulphates_3","sulphates_4","alcohol_1","alcohol_2","alcohol_3","alcohol_4","target"
"0","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","1","1","1","0","0","1","1","1","1","1","1",0.4
"0","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","0","1","1","1","0","0","0","1","0","0","1","1","0","1","1","1","0","0","0","1","0","1","1","1","0","1","1","1",0.4
"0","1","1","1","0","0","0","1","1","1","1","1","0","0","1","1","0","1","1","1","0","0","1","1","0","0","0","1","0","0","1","1","0","0","0","1","0","1","1","1","0","1","1","1",0.4
"0","0","0","1","0","1","1","1","0","1","1","1","0","1","1","1","0","0","1","1","0","1","1","1","1","1","1","1","0","0","1","1","0","1","1","1","0","0","1","1","1","1","1","1",0.6
"0","1","1","1","0","0","0","1","1","1","1","1","0","0","1","1","0","1","1","1","0","0","1","1","0","0","0","1","0","0","1","1","0","0","0","1","0","1","1","1","0","1","1","1",0.4
"0","1","1","1","0","0","1","1","1","1","1","1","0","0","1","1","0","0","1","1","0","0","1","1","0","0","0","1","0","0","1","1","0","0","0","1","0","1","1","1","0","1","1","1",0.6
"0","1","1","1","0","0","1","1","1","1","1","1","0","0","1","1","0","0","1","1","0","0","0","1","0","0","1","1","1","1","1","1","0","0","0","1","0","1","1","1","0","0","1","1",0.6
"0","0","1","1","1","1","1","1","0","0","1","1","0","0","1","1","0","1","1","1","0","0","1","1","0","0","1","1","1","1","1","1","0","0","1","1","0","0","0","1","0","0","0","1",0.8
"0","1","1","1","0","0","1","1","1","1","1","1","0","0","1","1","0","0","1","1","0","0","0","1","0","0","1","1","1","1","1","1","0","0","0","1","0","1","1","1","0","0","1","1",0.6
"0","0","1","1","1","1","1","1","0","0","1","1","0","0","1","1","0","1","1","1","0","0","1","1","0","0","1","1","1","1","1","1","0","0","1","1","0","0","0","1","0","0","0","1",0.8
"0","0","1","1","0","0","0","1","1","1","1","1","0","0","0","1","0","0","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","0","0","1","1","1","1","1","0","0","1","1",0
"0","0","1","1","1","1","1","1","0","0","1","1","0","0","1","1","1","1","1","1","0","1","1","1","0","0","1","1","0","1","1","1","0","0","1","1","0","0","1","1","0","0","0","1",0.4
"0","1","1","1","0","0","1","1","0","1","1","1","0","0","1","1","0","0","1","1","0","0","1","1","0","1","1","1","0","0","1","1","0","0","0","1","0","0","1","1","0","0","1","1",0.8
"0","1","1","1","0","0","1","1","0","1","1","1","0","0","1","1","0","0","1","1","0","0","1","1","0","1","1","1","0","0","1","1","0","0","0","1","0","0","1","1","0","0","1","1",0.8
"1","1","1","1","0","0","1","1","1","1","1","1","0","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","0","1","1","1","0","0","1","1",0.8
"1","1","1","1","0","0","1","1","1","1","1","1","0","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","0","1","1","1","0","0","1","1",0.8
"0","0","1","1","0","0","1","1","0","1","1","1","0","0","0","1","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","1","0","1","1","1","0","1","1","1","0","1","1","1",0.4
"0","1","1","1","0","0","1","1","0","0","1","1","0","0","1","1","0","0","1","1","0","1","1","1","0","0","0","1","0","1","1","1","0","0","1","1","0","0","1","1","0","0","1","1",0.4
"1","1","1","1","0","0","1","1","1","1","1","1","0","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","1","1","1","1","0","0","0","1",0.6
"0","1","1","1","0","0","1","1","0","1","1","1","0","0","1","1","0","1","1","1","0","0","0","1","0","0","1","1","1","1","1","1","0","0","0","1","0","1","1","1","0","0","1","1",0.6
"0","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","0","0","1",0.6
"0","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","0","1","1","1","0","0","0","1",0.6
"0","0","1","1","1","1","1","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","1","1","1","1","1","1","0","0","0","1","1","1","1","1","0","1","1","1","0","0","1","1",0.6
"0","0","0","1","0","1","1","1","0","0","0","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","1","1","0","0","1","1","0","0","0","1",0.6
"0","0","0","1","0","1","1","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","0","0","1","1","0","0","0","1",0.8
"0","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","0","0","1",0.6
"0","0","1","1","1","1","1","1","0","0","1","1","0","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","1","1","0","0","0","1",0.6
"1","1","1","1","0","0","0","1","0","1","1","1","1","1","1","1","0","0","0","1","0","1","1","1","0","0","1","1","1","1","1","1","0","0","0","1","0","1","1","1","0","0","1","1",0.4
"1","1","1","1","0","1","1","1","0","0","1","1","0","0","0","1","0","0","1","1","0","0","0","1","0","0","1","1","0","0","0","1","0","0","1","1","0","0","1","1","0","1","1","1",0.6
"0","0","1","1","1","1","1","1","0","0","1","1","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","1","0","1","1","1","0","1","1","1","0","0","1","1","0","0","1","1",0.6
"0","0","1","1","0","0","1","1","0","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","0","0","1","1","1","1","1","1","0","0","1","1","0","0","0","1","0","0","0","1",0.6
"0","0","0","1","0","1","1","1","0","0","1","1","0","0","1","1","0","0","0","1","0","1","1","1","0","1","1","1","0","0","0","1","0","1","1","1","0","1","1","1","0","0","1","1",0.4
"0","0","1","1","1","1","1","1","0","0","1","1","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","1","0","1","1","1","0","1","1","1","0","0","1","1","0","0","1","1",0.6
"0","0","1","1","0","0","1","1","0","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","0","0","1","1","1","1","1","1","0","0","1","1","0","0","0","1","0","0","0","1",0.6
"1","1","1","1","0","1","1","1","0","0","1","1","0","0","0","1","0","0","1","1","0","0","0","1","0","0","1","1","0","0","0","1","0","0","1","1","0","0","1","1","0","1","1","1",0.6
"0","0","1","1","0","1","1","1","0","0","1","1","0","0","1","1","1","1","1","1","0","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","0","0","1",0.4
"0","0","1","1","1","1","1","1","0","0","1","1","0","1","1","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","1","1","0","0","0","1","0","0","0","1","0","0","1","1",0.8
"0","0","0","1","1","1","1","1","0","0","1","1","0","0","1","1","1","1","1","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","1",0.6
"0","0","1","1","0","0","0","1","0","1","1","1","0","0","1","1","0","0","0","1","0","1","1","1","0","0","0","1","0","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1",0.2
"0","0","1","1","0","1","1","1","0","0","1","1","0","0","1","1","1","1","1","1","0","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","0","0","1",0.4
"0","0","1","1","1","1","1","1","0","0","1","1","0","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","1","1","0","0","0","1",0.8
"1","1","1","1","0","0","1","1","1","1","1","1","0","1","1","1","0","0","1","1","0","1","1","1","0","1","1","1","0","0","1","1","0","0","0","1","0","0","1","1","0","0","1","1",0.4
"0","1","1","1","0","0","1","1","1","1","1","1","0","1","1","1","0","1","1","1","0","1","1","1","0","0","1","1","0","0","1","1","0","0","0","1","0","0","1","1","0","1","1","1",0.4
"0","1","1","1","0","1","1","1","0","0","1","1","0","1","1","1","0","1","1","1","0","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","0","1","1","1","0","1","1","1",0.6
"0","1","1","1","0","0","1","1","1","1","1","1","0","1","1","1","0","1","1","1","0","1","1","1","0","0","1","1","0","0","1","1","0","0","0","1","0","0","1","1","0","1","1","1",0.4
"1","1","1","1","0","0","1","1","1","1","1","1","0","1","1","1","0","0","1","1","0","1","1","1","0","1","1","1","0","0","1","1","0","0","0","1","0","0","1","1","0","0","1","1",0.4
"0","0","1","1","1","1","1","1","0","0","1","1","0","0","1","1","1","1","1","1","0","0","1","1","0","0","0","1","1","1","1","1","0","0","1","1","0","0","1","1","0","0","0","1",0.6
"0","0","1","1","1","1","1","1","0","0","1","1","0","0","1","1","1","1","1","1","0","0","1","1","0","0","0","1","1","1","1","1","0","0","1","1","0","0","1","1","0","0","0","1",0.6
"0","0","0","1","0","0","1","1","0","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","1","1","0","1","1","1","0","0","1","1",0.2
"0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","1","1","1","1","1","0","0","0","1","0","0","1","1","1","1","1","1","0","0","1","1","0","0","1","1","0","0","0","1",0.8
"1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","1","1","1","1","0","0","0","1",0.4
"0","0","0","1","1","1","1","1","0","0","0","1","0","0","1","1","0","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","0","1","0","0","0","1",0.8
"0","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1",0.8
"0","0","0","1","0","1","1","1","0","0","1","1","0","0","1","1","0","0","0","1","0","1","1","1","0","0","1","1","0","0","0","1","0","1","1","1","0","0","1","1","0","1","1","1",0.8
"0","0","0","1","0","1","1","1","0","0","1","1","0","0","1","1","0","0","0","1","0","1","1","1","0","0","1","1","0","0","0","1","0","1","1","1","0","1","1","1","0","1","1","1",0.8
"0","0","1","1","1","1","1","1","0","0","0","1","0","0","0","1","0","0","1","1","0","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","0","0","1","1","0","0","0","1",0.8
"0","0","0","1","0","1","1","1","0","0","1","1","0","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","0","0","1","0","0","1","1",0.8
"0","0","0","1","0","1","1","1","0","0","0","1","0","0","0","1","0","0","0","1","0","1","1","1","0","1","1","1","0","0","1","1","0","1","1","1","0","0","0","1","0","0","0","1",0.8
"0","0","1","1","1","1","1","1","0","0","0","1","0","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","1","1","0","0","0","1",0.8
"0","0","1","1","1","1","1","1","0","0","0","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","0","0","1","0","0","0","1",0.8
"0","0","1","1","1","1","1","1","0","0","0","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","0","0","1","0","0","0","1",0.8
"0","0","1","1","1","1","1","1","0","0","0","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","0","0","1","0","0","0","1",0.8
"0","0","1","1","1","1","1","1","0","0","0","1","0","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","1","1","0","0","0","1",0.8
"0","0","1","1","1","1","1","1","0","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","0","1","1","0","0","0","1",0.8
"0","0","0","1","1","1","1","1","0","0","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","0","0","1",0.8
"0","1","1","1","0","1","1","1","0","0","1","1","0","0","0","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","1","1","1","1","0","0","0","1",0.6
"0","0","1","1","1","1","1","1","0","0","0","1","0","1","1","1","0","0","1","1","0","1","1","1","0","1","1","1","0","1","1","1","0","0","1","1","0","0","1","1","0","0","1","1",0.4
"0","0","1","1","1","1","1","1","0","0","0","1","0","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","1","1","0","0","1","1","0","0","0","1",0.6
"0","0","0","1","1","1","1","1","0","0","0","1","0","1","1","1","0","0","1","1","0","1","1","1","0","0","1","1","0","1","1","1","0","1","1","1","0","1","1","1","0","0","1","1",0.6
"1","1","1","1","0","0","1","1","0","1","1","1","0","0","1","1","0","0","0","1","0","0","0","1","0","1","1","1","1","1","1","1","0","0","0","1","0","0","1","1","0","0","0","1",0.8
"0","0","1","1","0","0","1","1","1","1","1","1","0","1","1","1","0","0","1","1","0","1","1","1","0","1","1","1","0","0","1","1","0","0","1","1","0","1","1","1","0","1","1","1",0.4
"0","0","1","1","0","1","1","1","0","0","1","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","0","1","1",0.6
"0","1","1","1","0","0","1","1","0","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","0","0","1","1","1","1","1","1",0.4
"1","1","1","1","0","0","1","1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","1","1","0","0","1","1","0","1","1","1",0.4
"0","0","1","1","1","1","1","1","0","0","1","1","0","1","1","1","0","0","0","1","0","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","0","0","1",0.6
"0","0","1","1","0","1","1","1","0","0","1","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","0","1","1",0.6
"0","0","1","1","1","1","1","1","0","0","1","1","0","0","1","1","1","1","1","1","0","0","0","1","0","0","1","1","1","1","1","1","0","0","1","1","0","0","0","1","0","0","1","1",0.6
"0","0","1","1","1","1","1","1","0","0","1","1","0","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1",0.8
"0","0","1","1","0","0","0","1","0","1","1","1","0","1","1","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1",0.4
"0","0","1","1","0","1","1","1","0","0","0","1","0","0","1","1","1","1","1","1","0","0","0","1","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1",0.6
"1","1","1","1","0","0","1","1","0","1","1","1","0","0","0","1","0","0","1","1","0","1","1","1","0","1","1","1","0","1","1","1","0","0","0","1","0","1","1","1","0","0","1","1",0.4
"0","0","0","1","1","1","1","1","0","0","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","0","1","1","0","0","0","1","0","0","1","1",0.6
"0","0","0","1","1","1","1","1","0","0","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","0","1","1","0","0","0","1","0","0","1","1",0.6
"0","0","0","1","1","1","1","1","0","0","0","1","0","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","0","0","1","1","0","0","0","1",0.8
"0","0","1","1","1","1","1","1","0","0","0","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","0","0","1","1","0","0","1","1",0.4
"0","0","1","1","1","1","1","1","0","0","1","1","0","0","0","1","0","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","0","0","1","1","0","0","0","1",0.8
"0","1","1","1","0","1","1","1","0","0","1","1","0","1","1","1","0","0","1","1","0","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1",0.4
"0","1","1","1","0","1","1","1","0","0","1","1","0","1","1","1","0","0","1","1","0","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1",0.4
"0","0","1","1","0","0","1","1","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1",0.4
"1","1","1","1","0","1","1","1","0","0","1","1","0","0","0","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","0","0","1",0.8
"0","0","0","1","0","1","1","1","0","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","0","0","1","1","0","0","1","1",0.4
"0","0","1","1","0","1","1","1","0","0","1","1","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","1","1","0","0","1","1","0","0","1","1",0.6
"0","0","0","1","0","0","0","1","0","0","1","1","0","1","1","1","0","0","1","1","0","1","1","1","0","1","1","1","0","0","1","1","0","1","1","1","0","0","1","1","0","1","1","1",0.4
"0","1","1","1","0","0","1","1","0","0","1","1","0","1","1","1","0","1","1","1","0","0","0","1","0","0","0","1","1","1","1","1","0","0","1","1","0","0","0","1","0","0","0","1",0.6
"0","0","1","1","0","1","1","1","0","0","1","1","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","0","1","1","0","0","1","1","0","0","1","1","0","0","1","1",0.6
"0","0","0","1","0","1","1","1","0","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","0","0","1","1","0","0","1","1",0.4
"0","1","1","1","0","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","0","1","1","1","0","0","0","1",0.6
"0","0","0","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1",0.8
"0","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","0","0","1","1","0","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1",0.4
"0","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","0","0","0","1","0","0","1","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",0.4
"0","0","0","1","1","1","1","1","0","0","1","1","1","1","1","1","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1",0.6
"0","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","0","0","0","1","0","0","1","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",0.4
"0","1","1","1","1","1","1","1","0","0","1","1","0","1","1","1","0","0","1","1","0","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1",0.4
"1","1","1","1","0","1","1","1","0","1","1","1","0","1","1","1","0","1","1","1","0","0","0","1","0","0","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1",0.6
"0","1","1","1","1","1","1","1","0","0","1","1","0","1","1","1","0","0","1","1","0","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1",0.4
"0","0","0","1","1","1","1","1","0","0","0","1","0","0","1","1","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1",0.4
"0","1","1","1","0","0","1","1","1","1","1","1","0","1","1","1","0","0","1","1","0","0","1","1","0","0","1","1","0","0","1","1","0","0","1","1","0","0","1","1","0","1","1","1",0.6
"1","1","1","1","0","0","0","1","1","1","1","1","0","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","0","1","1","0","0","0","1",0.8
"1","1","1","1","0","0","0","1","1","1","1","1","0","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","0","1","1","0","0","0","1",0.8
"0","0","1","1","0","0","0","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",0.6
"1","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","1","1","1","1","0","0","0","1",0.6
"0","1","1","1","0","1","1","1","0","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","0","1","1","0","0","0","1",0.8
"0","0","0","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","0","1","1","0","0","1","1","0","1","1","1","0","0","0","1","0","0","1","1",0.8
"0","0","1","1","1","1","1","1","0","0","1","1","0","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","0","0","0","1",0.8
"1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","1","1","1","0","0","0","1",0.8
"0","0","1","1","0","1","1","1","0","0","1","1","1","1","1","1","0","0","1","1","0","0","0","1","0","0","1","1","0","1","1","1","0","1","1","1","1","1","1","1","0","0","1","1",0.4
"1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","1","1","1","0","0","0","1",0.8
"0","0","1","1","1","1","1","1","0","0","1","1","0","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","0","0","0","1",0.8
"0","0","1","1","1","1","1","1","0","0","1","1","0","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","0","0","0","1",0.8
"0","0","1","1","1","1","1","1","0","0","1","1","0","0","0","1","0","0","0","1","0","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","0","0","1","1","0","0","0","1",0.8
"0","0","0","1","0","1","1","1","0","0","1","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","1","0","0","1","1","1","1","1","1","0","0","1","1","0","0","1","1",0.4
"0","0","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","0","0","0","1",0.8
"0","0","1","1","1","1","1","1","0","0","1","1","0","1","1","1","0","0","1","1","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","0","0","1","1",0.6
"0","1","1","1","0","0","0","1","0","1","1","1","0","1","1","1","0","0","0","1","0","1","1","1","0","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1",0.4
"0","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","1","1","0","1","1","1","0","0","1","1","0","1","1","1","0","1","1","1",0.6
"0","0","1","1","0","0","1","1","0","1","1","1","0","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","0","0","0","1",0.6
"0","0","0","1","0","1","1","1","0","0","0","1","0","0","1","1","0","1","1","1","0","0","1","1","0","1","1","1","0","1","1","1","1","1","1","1","0","0","0","1","0","0","0","1",0.6
"0","0","1","1","1","1","1","1","0","0","1","1","0","0","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","0","0","0","1",0.8
"0","0","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1",0.6
"0","0","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1",0.6
"1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","0","1","1","1","0","1","1","1","0","0","0","1","0","1","1","1","0","0","1","1",0.4
"0","0","0","1","1","1","1","1","0","0","0","1","0","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1",0.6
"0","0","0","1","1","1","1","1","0","0","0","1","0","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1",0.6
"1","1","1","1","0","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","1","1","1","1","1","1","0","0","1","1",0.4
"0","0","1","1","1","1","1","1","0","0","1","1","0","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","0","0","0","1",0.6
"0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","1","1","1","1","1","1","1","0","1","1","1","0","0","1","1","0","1","1","1","0","0","1","1",0.8
"0","0","1","1","0","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","0","1","1","0","0","1","1","0","0","0","1","0","0","1","1","0","1","1","1","0","0","1","1",0.6
"0","0","1","1","1","1","1","1","0","0","1","1","0","1","1","1","1","1","1","1","0","0","1","1","0","1","1","1","1","1","1","1","0","0","0","1","0","1","1","1","0","0","0","1",0.6
"1","1","1","1","0","0","0","1","1","1","1","1","0","0","1","1","1","1","1","1","0","0","0","1","0","0","1","1","1","1","1","1","0","0","0","1","1","1","1","1","0","0","0","1",0.4
"0","1","1","1","1","1","1","1","0","1","1","1","0","0","1","1","0","1","1","1","0","0","0","1","0","0","0","1","0","1","1","1","0","0","1","1","1","1","1","1","0","1","1","1",0.6
"0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","1","1","1","1","1","1","1","0","1","1","1","0","0","1","1","0","1","1","1","0","0","1","1",0.8
"0","1","1","1","0","0","1","1","1","1","1","1","0","1","1","1","0","0","0","1","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","1","1","1","0","0","0","1",0.8
"0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","1","1","1","0","0","1","1",0.8
"0","0","1","1","0","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","1","1","1","1","1","1","1","1","0","0","0","1","0","0","1","1","1","1","1","1","0","1","1","1",0.4
"0","1","1","1","0","0","1","1","1","1","1","1","0","0","1","1","0","0","1","1","0","0","1","1","0","1","1","1","0","1","1","1","0","1","1","1","0","1","1","1","0","0","1","1",0.6
"0","0","1","1","0","0","0","1","0","1","1","1","0","0","1","1","0","1","1","1","0","0","1","1","0","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1",0.6
